D4420;D4433;4U27;4U32;L4115;D4428
1118.66;1964.06;3.52;16.67;1.56;1157.21
1104.17;1963.46;3.53;16.05;1.55;1156.59
1110.21;1964.08;3.52;13.87;1.56;1157.58
1102.42;1975;3.52;13.83;1.55;1158.43
1110.28;1977.99;3.53;14.27;1.54;1159.05
1111.4;1964.33;3.52;16.2;1.55;1156.34
1115.39;1945.67;3.52;16.22;1.57;1155.5
1120.46;1931.47;3.52;15.64;1.55;1151.5
1117.45;1933.81;3.52;13.03;1.55;1152.29
1116.54;1919.18;3.52;13.73;1.56;1155.46
1118.19;1920.51;3.52;16.75;1.54;1152.13
1120.6;1932.52;3.52;16.63;1.55;1150.07
1126.49;1932.9;3.52;15.97;1.54;1152.04
1118.86;1944.55;3.52;13.66;1.54;1152.74
1124.27;1968.94;3.52;13.76;1.54;1151.67
1129.21;1974.63;3.52;14.34;1.54;1152.61
1133.62;1972.61;3.52;16.77;1.55;1153.99
1133.64;1985.78;3.53;16.24;1.55;1154.59
1124.14;1995.8;3.52;13.56;1.55;1153.68
1119.51;1990.75;3.53;13.48;1.55;1155.45
1114.02;1985.5;3.57;14.05;1.55;1160.83
1117.06;2001.5;4.36;16.2;1.55;1160.39
1116.46;2002.47;4.62;16.23;1.54;1161.35
1114.97;2006.12;5.22;14.44;1.54;1161.51
1112.32;1988.86;5.48;13.73;1.55;1163.19
1105.61;1981.69;5.48;13.81;1.54;1160.91
1118.33;1966.57;5.48;13.66;1.55;1160.39
1128.46;1947.54;5.47;13.76;1.55;1159.82
1118.38;1908.58;5.49;13.76;1.55;1159.58
1113.2;1905.62;5.5;13.98;1.54;1155.15
1109.54;1905.41;5.5;14.35;1.56;1157.14
1107.42;1903.76;5.5;16.6;1.54;1161.91
1113.75;1910.37;5.51;15.77;1.54;1161.98
1122.41;1899.27;5.5;12.89;1.54;1153.7
1115.81;1886.91;5.51;14.12;1.55;1150.84
1118.67;1885.09;5.09;16.35;1.55;1151.65
1112.93;1892.35;4.92;16.34;1.54;1148.38
1108.34;1905.62;4.92;16.35;1.55;1148.75
1095.5;1918.84;4.92;16.36;1.54;1151.94
1102.92;1921.04;4.82;16.36;1.55;1151.98
1107.48;1930.16;4.4;16.38;1.54;1151.63
1110.04;1951.6;4.4;16.57;1.56;1153.03
1115.21;1953.03;4.41;16.48;1.55;1155.15
1124.97;1959.94;4.43;16.53;1.55;1152.83
1122.31;1945.75;4.42;16.48;1.55;1146.24
1120.21;1939.2;4.42;16.41;1.55;1144.46
1120.19;1935.69;4.43;16.48;1.55;1143.24
1126.17;1945.83;4.43;16.5;1.55;1147.57
1125.91;1945.79;4.42;16.5;1.55;1151.7
1126.16;1951.07;4.43;16.48;1.55;1150.33
1127.27;1952.63;4.42;16.49;1.55;1148.71
1127.6;1962.86;4.42;16.54;1.57;1151.85
1123.62;1964.92;4.43;16.51;1.56;1151.3
1117.14;1965.34;4.43;14.85;1.57;1152.67
1116.54;1978.73;4.43;14.18;1.56;1157.64
1117.53;1968.37;4.42;15.92;1.54;1159.82
1117.66;1963.82;4.43;16.62;1.55;1155.1
1111.64;1994.16;4.44;16.62;1.55;1153.84
1118.97;1990.79;4.44;16.57;1.56;1155.69
1122.4;1966.6;4.44;15.97;1.54;1156.66
1116.43;1963.98;4.44;13.96;1.55;1153.4
1121.15;1944.07;4.43;14.17;1.55;1154.45
1124.53;1944;4.43;16.25;1.56;1153.73
1116.31;1947.41;4.43;16.31;1.56;1153.2
1113.05;1921.55;4.43;16.33;1.56;1152.93
1118.91;1917.9;4.44;16.34;1.55;1148.97
1125.13;1924.59;4.43;16.37;1.57;1147.31
1135.05;1942.76;4.44;15.78;1.56;1149.78
1143.89;1943.29;4.44;13.64;1.54;1150.54
1144.05;1957.38;4.43;14.19;1.56;1149.71
1131.08;1981.68;4.43;16.53;1.56;1149.22
1130.03;1985.39;4.44;16.54;1.55;1148.94
1122.9;1985.83;4.42;15.85;1.55;1151.9
1129.88;1985.94;4.43;13.42;1.56;1155.41
1130.39;2012.79;4.44;13.48;1.55;1154.38
1123.09;2004.77;4.43;14.67;1.55;1156.52
1120.12;1999.58;4.43;16.37;1.55;1157.55
1122.98;1999.32;4.5;15.57;1.55;1159.72
1123.89;1996.51;4.78;12.73;1.56;1159
1120.76;1983.22;4.77;12.8;1.56;1158.86
1114.71;1969.24;4.78;12.72;1.55;1161.83
1105.69;1960.91;4.78;12.73;1.55;1162.37
1101.5;1951.77;4.78;12.79;1.55;1161.16
1108.69;1949.67;4.78;15.09;1.56;1159.29
1109.51;1954.58;4.78;15.97;1.54;1158.01
1107.64;1961.5;4.78;14.64;1.55;1155.24
1106.16;1917.37;4.78;12.82;1.56;1154.89
1110.7;1921.35;4.78;12.85;1.57;1152.98
1116.57;1920.29;4.79;15.05;1.55;1157.36
1107.05;1903.09;4.78;16.04;1.54;1159.34
1117.75;1922.36;4.78;16.07;1.56;1163.81
1115.54;1920.4;4.78;15.32;1.56;1159.41
1116.85;1931.59;4.78;12.77;1.56;1158.8
1113.86;1922.87;4.8;12.78;1.55;1155.69
1116.72;1925.26;4.78;15;1.56;1155.16
1120.82;1953.67;4.78;15.95;1.56;1155.73
1119.51;1946.53;4.78;15.97;1.55;1154.65
1126.52;1940.58;4.78;14.93;1.55;1155.96
1120.38;1935.34;4.78;13.7;1.55;1152.39
1112.68;1935.85;4.78;14.16;1.55;1152.06
1109.84;1952.89;4.78;16.04;1.56;1152.7
1117.08;1926.34;4.78;16.04;1.55;1152.99
1118.02;1933.2;4.78;16.14;1.54;1155.47
1120.14;1937.54;4.78;15.65;1.55;1155.66
1116.36;1930.27;4.77;13.21;1.56;1155.02
1106.29;1912.82;4.77;13.36;1.54;1152.34
1103.91;1918.47;4.77;15.74;1.56;1151.68
1115.12;1917.54;4.78;16.62;1.54;1151.11
1102.4;1899.37;4.78;16.17;1.55;1149.7
1114.32;1894.77;4.78;14.26;1.55;1148.9
1117.6;1876.96;4.64;14.32;1.55;1148.48
1121.54;1875.42;3.85;14.82;1.56;1148.81
1114.15;1897.02;2.91;16.93;1.56;1144.82
1110.56;1906.75;2.9;17.04;1.55;1145.78
1120.34;1914.48;2.9;17.04;1.55;1144.07
1118.62;1914.84;2.9;16.97;1.55;1145.74
1124.48;1918.87;2.9;17.01;1.56;1146.73
1122.31;1938;2.89;17.06;1.56;1144.43
1119.99;1949.57;2.89;17.06;1.56;1143.25
1120.62;1956.79;2.89;17;1.54;1144.93
1115.39;1971.06;2.9;17;1.54;1146.4
1111.67;1972.74;2.93;17.01;1.55;1144.13
1106.27;1966.29;2.92;15.42;1.55;1144
1107.64;1951.33;2.92;14.65;1.55;1145.69
1107.9;1950.81;2.93;15.27;1.56;1148.17
1121.32;1976.6;2.92;17.69;1.54;1149.08
1127.96;1971.44;2.93;17.25;1.56;1148.94
1121.93;1962.59;2.93;15.81;1.56;1150.92
1125.04;1968.81;2.93;15.63;1.55;1152.71
1131.96;1966.2;2.94;16.3;1.57;1148.86
1121.85;1982;2.92;18.77;1.55;1148.33
1124.24;1990.26;2.93;16.39;1.56;1145.77
1121.27;1979.35;2.93;15.41;1.55;1145.81
1121.66;1971.54;2.93;15.5;1.56;1149.2
1124.7;1981.39;2.93;15.47;1.55;1149.28
1112.81;1986.74;2.93;15.46;1.55;1148.1
1105.64;1964.25;2.94;15.49;1.55;1150.15
1106.59;1964.48;2.94;15.48;1.54;1150.59
1108.59;1977.61;2.93;15.47;1.55;1156.38
1118.27;1983.01;2.93;15.46;1.55;1156.65
1112.01;1950.51;2.93;17.8;1.55;1156.21
1116.9;1976.19;2.94;17.98;1.55;1155.42
1118.53;1980.47;2.93;15.16;1.55;1153.9
1111.93;1975.29;2.93;15.09;1.55;1152.61
1119.1;1979.38;2.91;15.23;1.54;1153.73
1113.93;1966.84;2.92;15.24;1.55;1153.19
1118.2;1959.21;2.93;15.07;1.54;1153.26
1122.78;1970.69;2.92;15.11;1.54;1151.47
1126.52;1970.71;2.92;15.21;1.56;1152.24
1123.97;1971.21;2.93;15.22;1.55;1153.19
1115.01;1965.16;2.92;15.14;1.55;1156.31
1110.08;1984.47;2.92;15.16;1.55;1154.87
1111.52;1991.22;2.93;15.09;1.57;1155.36
1118.52;1977.58;2.93;17.62;1.55;1154.35
1123.71;1973.22;2.92;16.16;1.55;1156.83
1127.79;1978.26;2.93;15.05;1.55;1158.32
1127.15;1979.47;2.92;15.14;1.56;1158.97
1120.12;1983.79;2.92;15.05;1.55;1161.23
1114.72;1981.16;2.93;15.03;1.55;1158.31
1113.09;1957.33;2.93;15.06;1.54;1157.17
1107.94;1962.3;2.93;15.3;1.56;1154.98
1110.18;1955.52;2.93;15.05;1.55;1156.77
1100.29;1956.85;2.93;15.1;1.55;1156.79
1101.52;1927.6;2.93;15.11;1.55;1153.28
1103.6;1921.55;2.94;15.06;1.54;1153.61
1104.54;1925.77;2.93;15.07;1.55;1151.3
1106.15;1909.95;2.93;15.06;1.56;1148.05
1113.68;1921.89;2.92;15.14;1.57;1145.74
1111.39;1908.81;2.92;16.87;1.55;1151.4
1124.29;1903.13;2.92;17.6;1.56;1151.78
1124.51;1895.99;2.91;17.6;1.55;1154.31
1126.41;1890.02;2.92;15.66;1.55;1151.59
1133.64;1902.76;2.91;14.71;1.54;1148.04
1135.69;1947.5;2.92;17.58;1.56;1144.61
1131.56;1945.89;2.92;18.84;1.58;1149.63
1135.38;1962.62;2.92;17.42;1.56;1146.55
1125.54;1974.95;2.92;15.07;1.55;1148.51
1129.12;1995.54;2.93;15;1.55;1150.53
1124.31;1996.52;2.92;15.07;1.55;1150.99
1122.74;1979.22;2.92;15.06;1.57;1151.56
1117.03;1963.77;2.93;17.58;1.58;1154.25
1114.5;1959.23;2.93;17.97;1.56;1152.4
1115.09;1964.77;2.93;15.29;1.56;1155.94
1105.76;1976.31;2.92;15.35;1.56;1158.11
1107.32;1979.1;2.92;15.38;1.55;1158.12
1111.53;1955.5;2.91;15.36;1.55;1154.28
1103.62;1944.14;2.92;15.34;1.54;1149.16
1109.99;1945.39;2.92;15.4;1.54;1152.67
1112.76;1927.92;2.92;15.42;1.55;1155.19
1117.02;1928.43;2.92;15.47;1.55;1152.13
1114.33;1916.03;2.93;15.46;1.55;1145.81
1114.8;1924.57;2.93;15.42;1.54;1148.67
1115.22;1923.37;2.93;16.18;1.54;1150.2
1114.69;1933.67;2.91;18.54;1.54;1149.39
1111.02;1937.62;2.91;16.86;1.55;1153.23
1115.97;1922.52;2.92;16.87;1.54;1154.95
1112.51;1926.3;2.93;16.86;1.55;1149.65
1117.59;1937.67;2.92;17.02;1.57;1153.33
1121.72;1933.04;2.93;16.85;1.55;1152.44
1115.08;1930.98;2.92;16.87;1.54;1155.15
1116.3;1919.17;2.93;16.84;1.55;1154.73
1118.27;1925.72;2.93;16.83;1.56;1155.29
1115.14;1930.83;2.91;16.88;1.55;1154.35
1119.04;1939.89;2.91;16.94;1.55;1151.83
1126.93;1951.5;2.93;16.95;1.56;1148.85
1121.03;1956.57;2.92;16.86;1.58;1146.95
1109.84;1957.42;2.93;16.89;1.56;1148.88
1114.31;1949.91;2.92;16.87;1.55;1149.49
1109.37;1958.7;2.92;16.89;1.55;1148.67
1102.84;1975.22;2.92;17.07;1.55;1149.8
1114.91;1975.03;2.93;16.26;1.55;1150.31
1123.55;1967.36;2.92;13.9;1.54;1148.23
1120.55;1964.09;2.93;14.56;1.55;1152.37
1120.88;1957.56;2.92;17.15;1.56;1152.01
1122.22;1955.87;2.93;17.18;1.55;1153.18
1118.59;1954.46;2.93;15.21;1.54;1153.35
1117.85;1955.71;2.92;14.32;1.55;1150.06
1106.42;1962.18;2.92;15.16;1.55;1147.95
1103.16;1960.4;2.92;18.28;1.55;1150.23
1092.52;1956.32;2.91;17.74;1.55;1150.07
1100.8;1984.4;2.92;15.28;1.56;1153.28
1104.98;1963.81;2.93;15.2;1.56;1152.8
1105.13;1953.38;2.93;15.9;1.57;1154.03
1114.72;1942.51;2.92;18.09;1.55;1155.26
1121.7;1924.11;2.93;15.31;1.54;1153.47
1116.12;1916.36;2.92;15.32;1.55;1152.35
1111.39;1901.77;2.93;15.4;1.57;1148.14
1115.96;1919.29;2.93;16.1;1.55;1151.48
1123.75;1937.57;2.93;18.62;1.55;1149.92
1125.12;1927.81;2.93;17.92;1.56;1149.62
1130.5;1929.97;2.93;15.36;1.55;1148.17
1130.83;1942.69;2.93;15.43;1.55;1145.69
1122.49;1956.26;2.93;15.6;1.56;1149.86
1115.23;1983.7;2.94;18;1.57;1150.16
1122.17;1997.47;2.93;18.33;1.58;1153.74
1126.84;1994.43;2.94;16.58;1.55;1157.39
1121.14;1986.13;2.93;16.43;1.55;1158.89
1118.46;1986.06;2.93;16.44;1.55;1160.22
1101.73;1964.59;2.93;14.19;1.55;1162
1101.35;1950.27;2.93;12.92;1.55;1156.58
1097.52;1943.93;2.92;15.51;1.55;1155.35
1089.36;1957.28;2.93;16.44;1.56;1153.73
1088.24;1963.14;2.93;16.35;1.57;1154.62
1079.58;1956.07;2.92;14.82;1.56;1154.46
1087.34;1934.81;2.92;14.08;1.56;1150.71
1092.83;1916.57;2.93;14.19;1.55;1146.93
1088.25;1914.06;2.93;14.2;1.55;1145.38
1075.24;1899.07;2.93;15.79;1.54;1147.14
1075.9;1881.34;2.93;16.61;1.57;1142.85
1083.55;1856.25;2.92;16.71;1.57;1142.41
1087.17;1852.38;1.71;17.27;1.56;1142.96
1092.51;1840.77;0.05;19.14;1.54;1138.37
1086.76;1831.45;0;21.19;1.55;1137
1082.45;1831.35;0;18.4;1.57;1132.43
1086.15;1848.56;0;19.24;1.55;1127.59
1080.67;1852.82;0;19.7;1.56;1132.25
1080.3;1833.66;0;18.02;1.55;1133.12
1074.75;1828.87;0;20.32;1.56;1132.2
1076.09;1820.92;0;20.79;1.56;1132.69
1068.29;1820.69;0;18.67;1.55;1135.36
1064.34;1799.29;0;18.65;1.55;1136.41
1068.37;1801.68;0;19.21;1.55;1134.12
1077.66;1788.06;0;20.89;1.55;1134.19
1076.54;1780.13;0;19.15;1.55;1133.12
1076.15;1764.14;0;21.2;1.55;1128.21
1087.59;1778.48;0;20.45;1.55;1133.86
1084.51;1771.66;0;18.29;1.56;1134.07
1079.73;1772.4;0;20.96;1.56;1131.54
1076.44;1780.9;0;20.4;1.55;1127.45
1077.05;1772.25;0;17.94;1.54;1130.99
1067.12;1783.36;0;20.32;1.56;1131.56
1054.28;1779.05;0;20.96;1.55;1132.31
1053.47;1750.58;0;19.01;1.54;1125.34
1054.94;1718.71;0;19.05;1.54;1124.31
1068.98;1695.79;0;19.05;1.55;1124.37
1067.37;1646.89;0;19.06;1.55;1125.34
1072.03;1585.5;0;21.41;1.56;1122.48
1070.51;1560.75;0;22.52;1.56;1122.42
1081.99;1549.09;0;22.55;1.56;1124.66
1091.43;1578.24;0;22.47;1.55;1123.21
1084.37;1612.16;0;21.82;1.55;1122.48
1075.15;1634.67;0;20.06;1.55;1124.3
1075.41;1639.26;0;21.97;1.55;1122.87
1076.24;1660.83;0;21.98;1.54;1120.56
1075.53;1685.45;0;19.86;1.55;1126.46
1075;1721.39;0;19.43;1.57;1128.86
1074.8;1747.28;0;21.53;1.56;1129.34
1083.5;1767.61;0;21.01;1.55;1129.43
1088.27;1760.45;0;18.89;1.55;1132.81
1086.96;1747.7;0;21.27;1.55;1134.8
1079.26;1754.43;0;21.79;1.55;1133.8
1078.67;1768.4;0;19.63;1.55;1133.12
1082.3;1759.53;0;20.12;1.55;1129.79
1088.58;1754.51;0;22.01;1.55;1127.78
1085.54;1760.58;0;19.78;1.55;1129.84
1081.86;1750.07;0;20.81;1.54;1131.85
1067.84;1737.33;0;18.87;1.55;1128.28
1066.45;1726.42;0;20.73;1.55;1126.91
1068.45;1699.2;0;21.55;1.55;1127.83
1068.64;1722.8;0;19.31;1.54;1124.94
1067.86;1698.3;0;19.05;1.56;1123.32
1069.73;1697.47;0;21.53;1.56;1128.29
1071.05;1691.42;0;21.5;1.54;1126.3
1081.7;1681.56;0;20.94;1.54;1122.13
1076.19;1672.55;0;19.15;1.55;1124.89
1070.85;1642.48;0;21.01;1.54;1125.11
1075.93;1670.17;0;21.79;1.54;1128.74
1080.83;1684.11;0;20.38;1.55;1124.13
1084.39;1689.41;0;19.76;1.55;1125.07
1087.26;1688.2;0;21.45;1.54;1124.8
1089.67;1704.02;0;21.8;1.54;1128.96
1086.76;1724.1;0;20.1;1.56;1131.81
1079.64;1740.45;0;20.07;1.56;1133.03
1083.36;1743.15;0;20.09;1.57;1129.13
1084.07;1738.17;0;22.52;1.55;1127.38
1087.63;1733.36;0;21.17;1.54;1127.76
1086.76;1734.63;0;20.13;1.55;1123.23
1093.65;1748.9;0;19.27;1.55;1126.84
1101.51;1761.87;0;19.24;1.54;1130.85
1106.63;1781.06;0;21.11;1.55;1129
1100.01;1789.86;0;21.14;1.55;1130.58
1096.58;1801.94;0;21.16;1.55;1133
1096.12;1809.1;0;21.34;1.55;1136.34
1096.58;1812.85;0;26.74;1.56;1134.17
1096.29;1814.94;0;31.05;1.57;1130.17
1101.5;1836.62;0;35.14;1.54;1132.92
1094.58;1855.94;0;37.02;1.56;1136.14
1103.4;1837.39;0;39.13;1.57;1137.28
1108.43;1827.4;0;37.47;1.55;1135.66
1110.12;1852.51;0;37.41;1.55;1138.32
1104.4;1873.04;0;37.41;1.54;1140.98
1102.76;1876.58;0;37.44;1.56;1139.72
1103.06;1892.72;0;37.39;1.56;1139.71
1097.64;1900.04;0;37.42;1.55;1139.49
1102.69;1895.26;0;37.43;1.55;1139
1114.85;1910.53;0;37.37;1.54;1135.51
1109.08;1906.54;0;37.39;1.56;1136.94
1111.46;1900.38;0;36.64;1.55;1137.49
1104.3;1903.65;0;33.06;1.54;1140.02
1101.11;1908.88;0;29.58;1.56;1140.48
1099.9;1910.14;0;28.13;1.58;1144.85
1103.63;1910.09;0;28.68;1.56;1144.47
1104.24;1913.55;0;27.68;1.55;1144.51
1099.95;1938.59;0;27.66;1.54;1143.33
1102.89;1935.85;0;27.72;1.55;1141.69
1103.93;1936.94;0;27.73;1.56;1141.58
1096.76;1937.16;0;28.38;1.56;1141.53
1095.26;1955.33;0;31.22;1.55;1143.16
1112.46;1931.75;0;33.89;1.56;1140.02
1104.84;1905.59;0;36.57;1.56;1142.29
1098.04;1905.78;0;39.56;1.56;1142.34
1098.7;1914.63;0;42.63;1.55;1143
1106.41;1918.54;0;47.27;1.56;1144.16
1107.27;1912.02;0;50.95;1.55;1143.76
1111.12;1924.05;0;54.83;1.55;1147.08
1113.36;1919.48;0;55.95;1.55;1147.62
1107.14;1915.99;0;55.97;1.55;1142.12
1113.13;1926.14;0;55.96;1.57;1140.26
1110.43;1922.8;0;55.96;1.55;1141.46
1123.1;1934.56;0;54.01;1.56;1138.87
1123.56;1939.83;0;52.44;1.56;1140.94
1121.89;1942.98;0;45.51;1.55;1140.53
1125.99;1983.21;0;39.43;1.56;1144.27
1129.44;1972.17;0;34.8;1.55;1147.66
1122.62;1947.1;0;30.3;1.54;1147.06
1121.53;1950.84;0;30.03;1.55;1149.34
1115.06;1959.99;0;30.56;1.56;1148.27
1110.72;1971.39;0;28.85;1.55;1147.5
1108.67;1976.27;0;28.9;1.55;1153.07
1106.23;1981.42;0;28.85;1.56;1154.85
1108.59;1971.49;0;28.91;1.57;1154.5
1112.12;1987.01;0;28.93;1.55;1155.47
1115.4;1998.15;0;28.95;1.56;1152.06
1106.95;1987.42;0;32.19;1.55;1151.29
1098.9;1980.93;0;34.45;1.57;1148.67
1091.41;1956.83;0;36.09;1.54;1156.1
1095.2;1955.95;0;36.06;1.56;1154.04
1111.32;1975.95;0;36.03;1.56;1153.94
1111.39;1956.65;0;36.07;1.55;1148.89
1103.55;1935.67;0;35.79;1.57;1149.05
1103.75;1922.89;0;32.7;1.55;1152.71
1106.11;1907.81;0;29.79;1.55;1151.84
1121.76;1921.48;0;29.71;1.56;1152.26
1115.83;1935.72;0;29.68;1.55;1148.95
1116.52;1935.81;0;29.71;1.55;1149.21
1120.93;1953.01;0;29.72;1.55;1148.57
1117.4;1970.04;0;29.66;1.55;1149.9
1131.09;1970.37;0;29.71;1.55;1150.23
1129.14;1973.54;0;29.68;1.56;1149.83
1124.68;1974.95;0;29.72;1.56;1150.37
1121.96;1982.94;0;29.68;1.56;1150.45
1120.07;1986.33;0;29.71;1.59;1153.86
1127.91;1992.6;0;26.62;1.56;1156.42
1120.69;1997.63;0.09;20.37;1.55;1153.85
1118.71;1988.81;0.48;21.93;1.54;1154.89
1122.29;1990.3;0.48;20.44;1.55;1155.25
1122.28;1975.56;0.47;20.39;1.55;1156.79
1114.54;1973.4;0.47;18.38;1.55;1158.76
1113.85;1964.06;0.47;17.99;1.56;1153.98
1120.41;1967.45;0.48;17.09;1.56;1156.74
1120.12;1955.41;0.48;14.1;1.57;1155.69
1120.31;1964.69;0.48;12.52;1.55;1156.42
1122.08;1967.14;0.48;10.6;1.58;1149.39
1125.29;1956.39;0.48;12.73;1.57;1145.91
1113.27;1948.24;0.48;10.5;1.56;1148.84
1122.36;1959.19;0.48;12.91;1.56;1153.01
1120.02;1978.01;0.48;16.61;1.55;1156.66
1115.36;1962.15;0.48;18.46;1.55;1158.99
1112.21;1950.81;0.48;21.63;1.55;1156.23
1105.07;1954.99;0.47;21.54;1.55;1157.68
1105.48;1963.91;0.47;21.51;1.56;1156
1104.23;1950.61;0.46;21.58;1.55;1158.33
1104.01;1929.61;0.48;21.55;1.56;1154.45
1109.39;1911.87;0.47;21.51;1.55;1156.03
1116.22;1917.31;0.47;19.66;1.55;1153.41
1110.64;1921.14;0.47;19.37;1.55;1155.21
1113.42;1908.63;0.47;21.21;1.55;1157.37
1128.36;1917.03;0.48;18.9;1.57;1152.35
1131.64;1929.94;0.47;17.89;1.57;1153.48
1126.21;1929.63;0.47;17.94;1.55;1151.83
1131.87;1934.12;0.48;17.92;1.55;1153.05
1124.33;1951.89;0.48;17.36;1.55;1150.13
1112.68;1968.48;0.47;14.91;1.55;1149.26
1123.11;1984.94;1.36;17.48;1.56;1151.86
1130.65;1979.93;1.74;21.17;1.56;1150.63
1113.55;1980.5;1.73;19.02;1.55;1150.78
1106.5;1999.8;2.39;18.06;1.58;1156.6
1115.49;1987.85;3.33;20.4;1.56;1158.27
1115.95;1970.33;3.61;20.77;1.57;1155.83
1113.28;1972.78;3.6;17.98;1.55;1158.95
1113.27;1951.28;3.61;17.97;1.55;1158.34
1107.92;1944.87;3.6;18.01;1.55;1159.99
1112.6;1936.6;3.6;18.01;1.54;1155
1119;1920.93;3.6;18.06;1.55;1150.74
1114.28;1914.55;3.6;18.04;1.57;1150.64
1101;1899.84;3.61;18.05;1.55;1154.48
1108.17;1887.93;3.6;17.96;1.57;1155.94
1109.42;1900.22;3.6;18;1.54;1152.83
1121.93;1910.85;3.6;18.83;1.55;1150.05
1121.75;1913.54;3.61;21.77;1.57;1150.95
1118.41;1930.47;3.6;19.19;1.56;1153.14
1127.83;1949.1;3.59;18.06;1.55;1149.16
1130.93;1954.14;3.59;20.16;1.56;1149.72
1123.13;1946.65;3.6;20.37;1.56;1150.7
1122.56;1956.03;3.59;17.7;1.55;1154.59
1122.37;1955.86;3.6;18.34;1.56;1151.11
1122.84;1952.99;3.6;20.35;1.56;1151.9
1117.17;1963.24;3.6;17.45;1.55;1153.64
1109.03;1966.89;3.6;17.47;1.55;1152.99
1105.52;1969.44;3.59;20.19;1.57;1151.32
1113.54;1977.23;3.6;18.58;1.55;1151.77
1114.05;1951.03;3.6;17.45;1.56;1153.41
1112.46;1936.73;3.6;17.42;1.55;1152.58
1116;1963.19;3.6;18.2;1.55;1150.55
1113;1956.85;3.6;20.34;1.55;1151.99
1119.52;1942.35;3.6;17.44;1.57;1150.33
1118.34;1970.77;3.6;17.37;1.56;1153.59
1121.88;1987.33;3.59;17.42;1.55;1152.94
1117.87;1955.78;3.6;20.05;1.56;1155.31
1115;1950.32;3.6;20.78;1.55;1155.03
1114.19;1942.08;3.6;18.92;1.56;1152.96
1110.81;1941.49;3.61;18.91;1.55;1150.21
1101.33;1933.59;3.6;18.93;1.54;1154.35
1112.69;1944.29;3.6;18.96;1.54;1154.86
1118.04;1945.71;3.6;18.96;1.55;1150.77
1112.51;1952.53;3.6;18.96;1.57;1150.14
1103.14;1960.2;3.59;18.97;1.56;1152.04
1098.83;1929.47;3.6;18.96;1.56;1152.26
1109.28;1921.58;3.61;19;1.57;1154.34
1114.74;1919.67;3.59;19;1.56;1153.13
1119.93;1911.65;3.6;18.97;1.56;1150.23
1127.17;1926.4;3.59;19.01;1.55;1153.41
1131.79;1935.08;3.6;19.03;1.55;1156.45
1134.87;1955.55;3.6;19;1.56;1151.5
1123.57;1975.41;3.61;19;1.55;1150.94
1122.58;1973.78;3.6;18.93;1.57;1147.2
1122.28;1969.92;3.59;19.01;1.56;1148.94
1123.99;1969.23;3.6;19.04;1.54;1153.41
1128.11;1984.86;3.6;19;1.54;1151.79
1120.72;1979.93;3.6;18.98;1.54;1151.35
1115.81;1972.68;3.6;19.01;1.55;1152.26
1118.34;1986.45;3.59;19.04;1.56;1154.45
1122.2;1970.65;3.59;18.94;1.55;1156.07
1116.43;1958.52;3.61;19.01;1.57;1155.5
1113.39;1962.8;3.61;19;1.56;1152.97
1112.69;1965.47;3.6;18.99;1.55;1152.35
1114.47;1967.63;3.6;18.96;1.55;1152.94
1110.13;1956.16;3.6;19.01;1.55;1154.01
1111.92;1961.35;3.6;18.95;1.55;1151.36
1114.75;1976.01;3.6;18.96;1.56;1151.11
1116.92;1963.07;3.61;19.02;1.56;1156.03
1114.49;1942.25;3.6;18.97;1.56;1159.36
1111.85;1932.41;3.6;19.02;1.55;1158.1
1109.4;1932.25;3.6;19.01;1.56;1154.42
1114.01;1935.62;3.6;18.98;1.56;1152.53
1113.23;1952.31;3.6;19.01;1.54;1152.51
1117.68;1958.02;3.6;18.94;1.55;1151.17
1123.48;1965.21;3.6;18.92;1.56;1152.48
1129.13;1973.23;3.61;18.94;1.55;1153.05
1130.57;1969.03;3.61;18.96;1.54;1153.1
1129.43;1979.95;3.6;18.97;1.54;1157.5
1128.05;1980.22;3.61;18.93;1.54;1151.07
1128.42;1967.68;3.61;18.92;1.54;1151.53
1127.59;1960.53;3.61;18.99;1.55;1151.67
1127.56;1970.07;3.6;19.02;1.56;1151.7
1119.72;1963.45;3.6;17.05;1.56;1152.12
1120.37;1966.3;3.59;15.48;1.55;1157.22
1113.73;1979.97;3.59;15.54;1.56;1159.37
1118.63;1976.33;3.6;17.67;1.55;1157.37
1118.8;1959.68;3.61;18.62;1.55;1154.05
1111.17;1977.33;3.6;18.14;1.55;1153.71
1113.18;1960.5;3.6;16.3;1.56;1154.77
1112.92;1941.66;3.61;16.26;1.55;1155.34
1119.73;1931.29;3.6;18.16;1.54;1149.61
1123.49;1934.8;3.61;18.47;1.55;1151.85
1125.2;1928.22;3.6;16.2;1.58;1153.03
1114.36;1941.15;3.61;16.27;1.55;1152.78
1127.89;1952.9;3.6;16.25;1.55;1149.58
1130.64;1936.75;3.6;18.03;1.55;1150.38
1122.35;1930.47;3.6;18.87;1.55;1155.45
1120.98;1927.62;3.6;18.36;1.56;1156.24
1116.87;1935.85;3.61;16.4;1.56;1153.54
1124.52;1940.94;3.61;16.32;1.54;1152.97
1127.2;1933.84;3.6;16.37;1.54;1154.39
1121.92;1947.42;3.6;18.14;1.55;1152
1115.68;1973.52;3.61;18.97;1.56;1156.55
1126.03;1969.98;3.6;18.5;1.55;1160.3
1123.6;1965.83;3.6;16.62;1.55;1156.19
1118.02;1958.68;3.61;17.27;1.56;1152.6
1119;1957.34;3.61;19.5;1.55;1155.41
